Invoice_ID,Date,Vendor,Customer,Description,Quantity,Unit_Price,Line_Total,Invoice_Subtotal,Invoice_Tax,Invoice_Total
INV-456481,2025-06-22,Anderson-Freeman,Burgess-Allan,Printing  - Vision-oriented object-oriented task-force,10,1116.49,11164.9,83046.51999999999,16609.3,99655.82
INV-456481,2025-06-22,Anderson-Freeman,Burgess-Allan,Audit Services - Universal coherent benchmark,8,4719.73,37757.84,83046.51999999999,16609.3,99655.82
INV-456481,2025-06-22,Anderson-Freeman,Burgess-Allan,Server Hosting - Triple-buffered real-time challenge,7,4363.28,30542.96,83046.51999999999,16609.3,99655.82
INV-456481,2025-06-22,Anderson-Freeman,Burgess-Allan,IT Services - Down-sized actuating collaboration,4,61.26,245.04,83046.51999999999,16609.3,99655.82
INV-189752,2025-01-29,"Murphy, Richards and Warner",Williams-Hunt,Consulting - Multi-tiered neutral help-desk,3,1953.76,5861.28,23525.36,4705.07,28230.43
INV-189752,2025-01-29,"Murphy, Richards and Warner",Williams-Hunt,Consulting - Configurable neutral conglomeration,7,1145.69,8019.83,23525.36,4705.07,28230.43
INV-189752,2025-01-29,"Murphy, Richards and Warner",Williams-Hunt,Server Hosting - Proactive content-based leverage,7,1377.75,9644.25,23525.36,4705.07,28230.43
INV-40229,2025-09-30,"Sharpe, Wood and Hall","Wilkins, Holloway and Bryant",Legal Retainer - Balanced optimizing functionalities,6,1176.21,7057.26,7057.26,1411.45,8468.71
INV-616330,2024-12-14,"Sharpe, Wood and Hall",White and Sons,Accounting - Optimized asynchronous data-warehouse,6,1137.15,6822.9,6822.9,1364.58,8187.48
INV-473783,2025-12-02,Anderson-Freeman,"Atkins, Webster and Bennett",Server Hosting - Total full-range time-frame,5,4961.78,24808.9,24808.9,4961.78,29770.68
INV-479721,2025-02-17,"Pratt, Jackson and Wilson","Gibson, Bailey and Harrison",Legal  - Public-key bifurcated benchmark,6,848.79,5092.74,13334.34,2666.87,16001.21
INV-479721,2025-02-17,"Pratt, Jackson and Wilson","Gibson, Bailey and Harrison",Insurance  - Reactive background architecture,2,1105.53,2211.06,13334.34,2666.87,16001.21
INV-479721,2025-02-17,"Pratt, Jackson and Wilson","Gibson, Bailey and Harrison",Consulting - Expanded national application,6,1005.09,6030.54,13334.34,2666.87,16001.21
INV-842744,2025-05-27,Anderson-Freeman,Hughes-Taylor,Legal Retainer - Streamlined high-level budgetary management,3,712.69,2138.07,2138.07,427.61,2565.68
INV-276316,2024-12-22,Holloway PLC,Jenkins Inc,Staff Compensation - Right-sized transitional instruction set,4,1375.4,5501.6,39976.68,7995.34,47972.02
INV-276316,2024-12-22,Holloway PLC,Jenkins Inc,Insurance  - Total interactive instruction set,8,1771.13,14169.04,39976.68,7995.34,47972.02
INV-276316,2024-12-22,Holloway PLC,Jenkins Inc,Printing  - Upgradable encompassing functionalities,7,1102.64,7718.48,39976.68,7995.34,47972.02
INV-276316,2024-12-22,Holloway PLC,Jenkins Inc,Recruitment Agency - Permanent - Multi-lateral maximized pricing structure,1,5615.21,5615.21,39976.68,7995.34,47972.02
INV-276316,2024-12-22,Holloway PLC,Jenkins Inc,Hardware - Persevering even-keeled superstructure,5,1394.47,6972.35,39976.68,7995.34,47972.02
INV-33343,2025-08-14,Smith-Rogers,Roberts-Knight,Office Supplies - Reduced dynamic Graphic Interface,1,189.82,189.82,2553.48,510.7,3064.18
INV-33343,2025-08-14,Smith-Rogers,Roberts-Knight,Postage  - Public-key multimedia matrix,2,1181.83,2363.66,2553.48,510.7,3064.18
INV-323574,2025-07-22,"Nash, Waters and Baxter",Thomson Ltd,Staff Compensation - Quality-focused real-time knowledge user,2,876.54,1753.08,9624.08,1924.82,11548.9
INV-323574,2025-07-22,"Nash, Waters and Baxter",Thomson Ltd,Software License - Up-sized bi-directional matrix,2,171.25,342.5,9624.08,1924.82,11548.9
INV-323574,2025-07-22,"Nash, Waters and Baxter",Thomson Ltd,Printing  - Expanded 5thgeneration concept,5,1505.7,7528.5,9624.08,1924.82,11548.9
INV-496514,2025-03-31,"Nash, Waters and Baxter","Day, Arnold and Jones",Office Supplies - Down-sized responsive protocol,7,38.29,268.03,14030.89,2806.18,16837.07
INV-496514,2025-03-31,"Nash, Waters and Baxter","Day, Arnold and Jones",Audit Services - Reactive well-modulated monitoring,2,4367.69,8735.38,14030.89,2806.18,16837.07
INV-496514,2025-03-31,"Nash, Waters and Baxter","Day, Arnold and Jones",Building  - Enterprise-wide mobile adapter,4,1256.87,5027.48,14030.89,2806.18,16837.07
INV-443433,2025-01-17,"Nash, Waters and Baxter","Cox, Hughes and Henry",Travel - Self-enabling systematic encryption,7,742.9,5200.3,46171.24,9234.25,55405.49
INV-443433,2025-01-17,"Nash, Waters and Baxter","Cox, Hughes and Henry",Office Supplies - Intuitive interactive access,3,99.48,298.44,46171.24,9234.25,55405.49
INV-443433,2025-01-17,"Nash, Waters and Baxter","Cox, Hughes and Henry",Marketing Agency - Re-engineered interactive solution,10,4067.25,40672.5,46171.24,9234.25,55405.49
INV-393039,2025-06-19,"Sharpe, Wood and Hall",Smith-Thompson,Software License - Robust full-range hub,1,54.33,54.33,11650.28,2330.06,13980.34
INV-393039,2025-06-19,"Sharpe, Wood and Hall",Smith-Thompson,Telecommunications  - Configurable background access,4,1880.69,7522.76,11650.28,2330.06,13980.34
INV-393039,2025-06-19,"Sharpe, Wood and Hall",Smith-Thompson,Staff Compensation - Grass-roots 5thgeneration instruction set,1,1751.51,1751.51,11650.28,2330.06,13980.34
INV-393039,2025-06-19,"Sharpe, Wood and Hall",Smith-Thompson,Insurance  - Universal homogeneous approach,4,580.42,2321.68,11650.28,2330.06,13980.34
INV-951539,2025-11-08,Anderson-Freeman,Norton and Sons,Server Hosting - Customizable object-oriented focus group,3,3692.06,11076.18,15650.130000000001,3130.03,18780.16
INV-951539,2025-11-08,Anderson-Freeman,Norton and Sons,Software License - Networked 4thgeneration help-desk,5,149.3,746.5,15650.130000000001,3130.03,18780.16
INV-951539,2025-11-08,Anderson-Freeman,Norton and Sons,Telecommunications  - Multi-lateral non-volatile archive,5,765.49,3827.45,15650.130000000001,3130.03,18780.16
INV-581325,2025-04-12,"Taylor, Richardson and Bell","Morgan, Ward and Vaughan",Legal Retainer - Virtual tertiary ability,8,755.53,6044.24,66594.56999999999,13318.91,79913.48
INV-581325,2025-04-12,"Taylor, Richardson and Bell","Morgan, Ward and Vaughan",Postage  - Team-oriented intangible open system,8,1094.34,8754.72,66594.56999999999,13318.91,79913.48
INV-581325,2025-04-12,"Taylor, Richardson and Bell","Morgan, Ward and Vaughan",Marketing Agency - Optimized asymmetric customer loyalty,3,4502.7,13508.1,66594.56999999999,13318.91,79913.48
INV-581325,2025-04-12,"Taylor, Richardson and Bell","Morgan, Ward and Vaughan",Building  - Distributed cohesive superstructure,3,986.78,2960.34,66594.56999999999,13318.91,79913.48
INV-581325,2025-04-12,"Taylor, Richardson and Bell","Morgan, Ward and Vaughan",Recruitment Agency - Permanent - Focused eco-centric secured line,1,35327.17,35327.17,66594.56999999999,13318.91,79913.48
INV-93657,2025-05-11,"Nash, Waters and Baxter",Peacock-Parsons,Accounting - Face-to-face fault-tolerant hierarchy,7,3993.27,27952.89,424358.09,84871.62,509229.71
INV-93657,2025-05-11,"Nash, Waters and Baxter",Peacock-Parsons,Recruitment Agency - Permanent - Multi-tiered motivating pricing structure,10,39640.52,396405.2,424358.09,84871.62,509229.71
INV-912886,2025-02-24,Smith-Rogers,Gregory-Williams,Office Supplies - Progressive actuating instruction set,6,142.87,857.22,200714.61,40142.92,240857.53
INV-912886,2025-02-24,Smith-Rogers,Gregory-Williams,Recruitment Agency - Permanent - Seamless coherent Local Area Network,1,23320.86,23320.86,200714.61,40142.92,240857.53
INV-912886,2025-02-24,Smith-Rogers,Gregory-Williams,Recruitment Agency - Permanent - Persevering regional focus group,3,22123.64,66370.92,200714.61,40142.92,240857.53
INV-912886,2025-02-24,Smith-Rogers,Gregory-Williams,Server Hosting - Synchronized cohesive adapter,3,3746.44,11239.32,200714.61,40142.92,240857.53
INV-912886,2025-02-24,Smith-Rogers,Gregory-Williams,Recruitment Agency - Permanent - Decentralized client-server analyzer,3,32975.43,98926.29,200714.61,40142.92,240857.53
INV-228832,2025-06-03,"Thompson, Hancock and Burns",Reid Ltd,IT Services - Streamlined static encryption,1,130.92,130.92,24340.36,4868.07,29208.43
INV-228832,2025-06-03,"Thompson, Hancock and Burns",Reid Ltd,Hardware - Open-architected bottom-line circuit,4,1107.73,4430.92,24340.36,4868.07,29208.43
INV-228832,2025-06-03,"Thompson, Hancock and Burns",Reid Ltd,Telecommunications  - Profit-focused local moderator,2,1537.43,3074.86,24340.36,4868.07,29208.43
INV-228832,2025-06-03,"Thompson, Hancock and Burns",Reid Ltd,Hardware - Self-enabling discrete conglomeration,9,1424.24,12818.16,24340.36,4868.07,29208.43
INV-228832,2025-06-03,"Thompson, Hancock and Burns",Reid Ltd,Printing  - Seamless bandwidth-monitored synergy,2,1942.75,3885.5,24340.36,4868.07,29208.43
INV-652383,2025-07-24,Anderson-Freeman,Williams PLC,Telecommunications  - De-engineered system-worthy capacity,1,1167.14,1167.14,1167.14,233.43,1400.57
INV-704807,2025-10-09,Stephens-Jones,"Jennings, Rose and Forster",Legal Retainer - Optional didactic intranet,10,1190.16,11901.6,139165.16,27833.03,166998.19
INV-704807,2025-10-09,Stephens-Jones,"Jennings, Rose and Forster",Recruitment Agency - Permanent - Exclusive asymmetric core,5,13386.46,66932.3,139165.16,27833.03,166998.19
INV-704807,2025-10-09,Stephens-Jones,"Jennings, Rose and Forster",Recruitment Agency - Permanent - Innovative analyzing strategy,6,8320.93,49925.58,139165.16,27833.03,166998.19
INV-704807,2025-10-09,Stephens-Jones,"Jennings, Rose and Forster",Building  - Ergonomic maximized conglomeration,6,1734.28,10405.68,139165.16,27833.03,166998.19
INV-126383,2025-09-05,Anderson-Freeman,"Thomas, Roberts and Hamilton",Audit Services - Synergized upward-trending contingency,3,4781.27,14343.81,36037.01,7207.4,43244.41
INV-126383,2025-09-05,Anderson-Freeman,"Thomas, Roberts and Hamilton",Consulting - Devolved zero tolerance Internet solution,7,1102.43,7717.01,36037.01,7207.4,43244.41
INV-126383,2025-09-05,Anderson-Freeman,"Thomas, Roberts and Hamilton",Staff Compensation - User-friendly scalable moratorium,9,1552.91,13976.19,36037.01,7207.4,43244.41
INV-20993,2025-06-25,"Pratt, Jackson and Wilson",Matthews-Edwards,Office  - Optional bifurcated ability,10,1897.77,18977.7,40848.020000000004,8169.6,49017.62
INV-20993,2025-06-25,"Pratt, Jackson and Wilson",Matthews-Edwards,Office  - Total asynchronous collaboration,10,732.73,7327.3,40848.020000000004,8169.6,49017.62
INV-20993,2025-06-25,"Pratt, Jackson and Wilson",Matthews-Edwards,Hardware - Organic context-sensitive attitude,4,760.11,3040.44,40848.020000000004,8169.6,49017.62
INV-20993,2025-06-25,"Pratt, Jackson and Wilson",Matthews-Edwards,Office  - Decentralized context-sensitive architecture,6,733.54,4401.24,40848.020000000004,8169.6,49017.62
INV-20993,2025-06-25,"Pratt, Jackson and Wilson",Matthews-Edwards,Accounting - Front-line intermediate conglomeration,2,3550.67,7101.34,40848.020000000004,8169.6,49017.62
INV-458868,2025-02-10,Anderson-Freeman,Kemp-Taylor,Server Hosting - Visionary holistic toolset,2,731.56,1463.12,15883.98,3176.8,19060.78
INV-458868,2025-02-10,Anderson-Freeman,Kemp-Taylor,Office  - Synergistic next generation functionalities,3,1225.63,3676.89,15883.98,3176.8,19060.78
INV-458868,2025-02-10,Anderson-Freeman,Kemp-Taylor,Postage  - Horizontal heuristic methodology,5,1584.75,7923.75,15883.98,3176.8,19060.78
INV-458868,2025-02-10,Anderson-Freeman,Kemp-Taylor,Legal Retainer - Organic methodical infrastructure,2,1410.11,2820.22,15883.98,3176.8,19060.78
INV-329356,2025-07-17,"Nash, Waters and Baxter",Lucas-Howard,IT Services - Compatible human-resource middleware,9,111.26,1001.34,14003.760000000002,2800.75,16804.51
INV-329356,2025-07-17,"Nash, Waters and Baxter",Lucas-Howard,Consulting - Monitored 6thgeneration archive,2,1793.15,3586.3,14003.760000000002,2800.75,16804.51
INV-329356,2025-07-17,"Nash, Waters and Baxter",Lucas-Howard,Building  - Realigned multi-state service-desk,7,1345.16,9416.12,14003.760000000002,2800.75,16804.51
INV-845853,2025-07-20,Anderson-Freeman,Poole Inc,Staff Compensation - User-friendly static hub,9,1988.47,17896.23,25103.93,5020.79,30124.72
INV-845853,2025-07-20,Anderson-Freeman,Poole Inc,Staff Compensation - Optional 3rdgeneration functionalities,5,1441.54,7207.7,25103.93,5020.79,30124.72
INV-835727,2025-05-30,Anderson-Freeman,James-Wright,IT Services - Open-source context-sensitive portal,1,109.44,109.44,17283.83,3456.77,20740.6
INV-835727,2025-05-30,Anderson-Freeman,James-Wright,Staff Compensation - Future-proofed full-range array,2,685.1,1370.2,17283.83,3456.77,20740.6
INV-835727,2025-05-30,Anderson-Freeman,James-Wright,Staff Compensation - Total hybrid function,6,1859.02,11154.12,17283.83,3456.77,20740.6
INV-835727,2025-05-30,Anderson-Freeman,James-Wright,Office  - Profit-focused tertiary strategy,5,698.75,3493.75,17283.83,3456.77,20740.6
INV-835727,2025-05-30,Anderson-Freeman,James-Wright,Office Supplies - Quality-focused object-oriented software,8,144.54,1156.32,17283.83,3456.77,20740.6
INV-143303,2025-02-03,"Thompson, Hancock and Burns",Higgins-Webster,Legal  - Extended content-based database,1,1105.6,1105.6,32502.709999999995,6500.54,39003.25
INV-143303,2025-02-03,"Thompson, Hancock and Burns",Higgins-Webster,Office  - Stand-alone systematic superstructure,4,901.13,3604.52,32502.709999999995,6500.54,39003.25
INV-143303,2025-02-03,"Thompson, Hancock and Burns",Higgins-Webster,Audit Services - Self-enabling modular secured line,6,3759.96,22559.76,32502.709999999995,6500.54,39003.25
INV-143303,2025-02-03,"Thompson, Hancock and Burns",Higgins-Webster,Software License - Cross-platform fresh-thinking policy,7,270.53,1893.71,32502.709999999995,6500.54,39003.25
INV-143303,2025-02-03,"Thompson, Hancock and Burns",Higgins-Webster,Building  - Compatible tangible database,3,1113.04,3339.12,32502.709999999995,6500.54,39003.25
INV-89990,2025-11-27,"Sharpe, Wood and Hall",Green-Elliott,Accounting - Automated national secured line,1,1149.17,1149.17,20243.489999999998,4048.7,24292.19
INV-89990,2025-11-27,"Sharpe, Wood and Hall",Green-Elliott,Staff Compensation - Future-proofed directional attitude,9,626.01,5634.09,20243.489999999998,4048.7,24292.19
INV-89990,2025-11-27,"Sharpe, Wood and Hall",Green-Elliott,Accounting - Visionary impactful throughput,7,1922.89,13460.23,20243.489999999998,4048.7,24292.19
INV-324442,2025-02-17,"Thompson, Hancock and Burns",Perry-Andrews,IT Services - Automated dynamic toolset,2,117.32,234.64,65750.39,13150.08,78900.47
INV-324442,2025-02-17,"Thompson, Hancock and Burns",Perry-Andrews,Building  - Compatible client-server application,8,1709.89,13679.12,65750.39,13150.08,78900.47
INV-324442,2025-02-17,"Thompson, Hancock and Burns",Perry-Andrews,Marketing Agency - Triple-buffered asynchronous toolset,5,1250.24,6251.2,65750.39,13150.08,78900.47
INV-324442,2025-02-17,"Thompson, Hancock and Burns",Perry-Andrews,Audit Services - Vision-oriented impactful intranet,9,4373.97,39365.73,65750.39,13150.08,78900.47
INV-324442,2025-02-17,"Thompson, Hancock and Burns",Perry-Andrews,Hardware - Balanced foreground Graphic Interface,5,1243.94,6219.7,65750.39,13150.08,78900.47
INV-719798,2025-06-15,"Sharpe, Wood and Hall",White Inc,IT Services - Enhanced zero tolerance archive,3,69.41,208.23,208.23,41.65,249.88
INV-416636,2025-05-20,"Pratt, Jackson and Wilson",Clark PLC,Staff Compensation - User-centric system-worthy Local Area Network,9,982.78,8845.02,20493.39,4098.68,24592.07
INV-416636,2025-05-20,"Pratt, Jackson and Wilson",Clark PLC,Accounting - Multi-channeled grid-enabled framework,1,3492.36,3492.36,20493.39,4098.68,24592.07
INV-416636,2025-05-20,"Pratt, Jackson and Wilson",Clark PLC,Software License - Mandatory user-facing hierarchy,9,84.84,763.56,20493.39,4098.68,24592.07
INV-416636,2025-05-20,"Pratt, Jackson and Wilson",Clark PLC,Building  - Enhanced uniform architecture,5,1478.49,7392.45,20493.39,4098.68,24592.07
INV-669926,2025-04-15,"Nash, Waters and Baxter",Jackson PLC,Legal  - Pre-emptive impactful application,6,1745.79,10474.74,10474.74,2094.95,12569.69
INV-386040,2024-12-17,Holloway PLC,Wilson-Harrison,Insurance  - Ameliorated tangible Graphical User Interface,6,565.02,3390.12,3390.12,678.02,4068.14
INV-522980,2025-04-11,Holloway PLC,Birch-Jones,Legal Retainer - Compatible needs-based support,8,616.68,4933.44,51561.48,10312.3,61873.78
INV-522980,2025-04-11,Holloway PLC,Birch-Jones,Office  - Team-oriented regional circuit,7,1138.02,7966.14,51561.48,10312.3,61873.78
INV-522980,2025-04-11,Holloway PLC,Birch-Jones,Postage  - Customer-focused optimal conglomeration,10,1094.7,10947.0,51561.48,10312.3,61873.78
INV-522980,2025-04-11,Holloway PLC,Birch-Jones,Marketing Agency - Managed executive workforce,6,4619.15,27714.9,51561.48,10312.3,61873.78
INV-639939,2025-02-06,"Pratt, Jackson and Wilson",Patel Group,Consulting - Diverse local neural-net,8,784.75,6278.0,6278.0,1255.6,7533.6
INV-982393,2025-11-03,Anderson-Freeman,"Carpenter, Sullivan and Simpson",Consulting - Horizontal non-volatile groupware,1,1448.45,1448.45,1448.45,289.69,1738.14
INV-110673,2025-12-08,Smith-Rogers,"Bell, Roberts and Whitehead",Legal Retainer - Digitized neutral info-mediaries,8,775.42,6203.36,39564.21,7912.84,47477.05
INV-110673,2025-12-08,Smith-Rogers,"Bell, Roberts and Whitehead",Travel - Face-to-face asymmetric framework,9,1522.15,13699.35,39564.21,7912.84,47477.05
INV-110673,2025-12-08,Smith-Rogers,"Bell, Roberts and Whitehead",Recruitment Agency - Temporary - Quality-focused human-resource solution,5,3594.9,17974.5,39564.21,7912.84,47477.05
INV-110673,2025-12-08,Smith-Rogers,"Bell, Roberts and Whitehead",Catering  - Seamless bandwidth-monitored emulation,2,843.5,1687.0,39564.21,7912.84,47477.05
INV-936976,2025-07-09,"Taylor, Richardson and Bell","Green, Howe and Hunt",Printing  - Face-to-face optimal knowledgebase,7,1222.45,8557.15,58494.27,11698.85,70193.12
INV-936976,2025-07-09,"Taylor, Richardson and Bell","Green, Howe and Hunt",Recruitment Agency - Temporary - Streamlined grid-enabled website,1,36548.77,36548.77,58494.27,11698.85,70193.12
INV-936976,2025-07-09,"Taylor, Richardson and Bell","Green, Howe and Hunt",Catering  - Decentralized modular focus group,1,1977.43,1977.43,58494.27,11698.85,70193.12
INV-936976,2025-07-09,"Taylor, Richardson and Bell","Green, Howe and Hunt",Telecommunications  - Ameliorated regional monitoring,6,1901.82,11410.92,58494.27,11698.85,70193.12
INV-137094,2025-10-30,"Sharpe, Wood and Hall",Jenkins-Benson,Audit Services - Front-line actuating functionalities,10,2091.24,20912.4,23069.920000000002,4613.98,27683.9
INV-137094,2025-10-30,"Sharpe, Wood and Hall",Jenkins-Benson,Telecommunications  - Exclusive systematic moratorium,4,539.38,2157.52,23069.920000000002,4613.98,27683.9
INV-853539,2025-08-04,Stephens-Jones,Brown LLC,Catering  - Switchable real-time infrastructure,2,1240.27,2480.54,14165.34,2833.07,16998.41
INV-853539,2025-08-04,Stephens-Jones,Brown LLC,Travel - Monitored web-enabled info-mediaries,4,1548.73,6194.92,14165.34,2833.07,16998.41
INV-853539,2025-08-04,Stephens-Jones,Brown LLC,Hardware - Reverse-engineered clear-thinking core,6,914.98,5489.88,14165.34,2833.07,16998.41
INV-888503,2025-03-06,Holloway PLC,Franklin Ltd,Legal  - Cloned grid-enabled focus group,8,1497.57,11980.56,11980.56,2396.11,14376.67
INV-519861,2025-12-11,Holloway PLC,"Webster, Wallace and Ali",Building  - Total 5thgeneration circuit,2,1318.11,2636.22,3809.62,761.92,4571.54
INV-519861,2025-12-11,Holloway PLC,"Webster, Wallace and Ali",Telecommunications  - Advanced heuristic process improvement,1,1173.4,1173.4,3809.62,761.92,4571.54
